epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
695,1304.77,0.92637,6.02948,1.30223,0.73174,1.2446,1,1,0.995,0.74227,0.85,0.85,0.8674,0.34201,1.16012,4.94631,0.2694,0.66412,1.19115,0.00108392,0.00108392,0.00108392
696,1306.98,0.83682,7.07962,1.54902,0.63934,1.25009,1,1,0.995,0.75802,0.85,0.85,0.86405,0.33576,1.1525,4.96187,0.27032,0.63043,1.18436,0.0010826,0.0010826,0.0010826
697,1308.87,0.9614,7.32933,1.42294,0.81675,1.28433,1,1,0.995,0.75802,0.85,0.85,0.86405,0.33576,1.1525,4.96187,0.27032,0.63043,1.18436,0.00108128,0.00108128,0.00108128
698,1311.11,1.19178,5.59399,1.14426,0.88563,1.39356,1,1,0.995,0.74181,0.85,0.85,0.86106,0.33433,1.19853,5.07426,0.26151,0.66091,1.22259,0.00107996,0.00107996,0.00107996
699,1313.47,1.15532,5.19834,1.07808,0.77332,1.35253,1,1,0.995,0.77521,0.85,0.85,0.85853,0.33037,1.13836,5.01811,0.26604,0.59889,1.18532,0.00107864,0.00107864,0.00107864
700,1315.83,0.98545,6.96083,1.2607,0.75052,1.32637,1,1,0.995,0.77483,0.85,0.85,0.84035,0.31285,1.11362,4.95696,0.27348,0.56993,1.17303,0.00107732,0.00107732,0.00107732
701,1318.44,0.96077,5.92652,0.89397,0.67301,1.20591,1,1,0.995,0.77483,0.85,0.85,0.84035,0.31285,1.11362,4.95696,0.27348,0.56993,1.17303,0.001076,0.001076,0.001076
702,1320.27,0.86024,6.00753,1.25718,0.63981,1.25067,1,1,0.995,0.78156,0.85,0.85,0.84022,0.3011,1.08299,4.92623,0.27054,0.56834,1.15658,0.00107468,0.00107468,0.00107468
703,1322.56,0.76737,6.81853,1.20434,0.63852,1.1963,1,1,0.995,0.77927,0.9,0.9,0.89332,0.29767,1.06737,4.93565,0.26979,0.54117,1.14905,0.00107336,0.00107336,0.00107336
704,1325.01,1.04224,6.31886,1.48693,0.82228,1.31633,1,1,0.995,0.76808,0.85,0.85,0.84695,0.27626,1.06688,4.98342,0.27245,0.54228,1.14818,0.00107204,0.00107204,0.00107204
705,1327.07,1.0845,5.97915,1.37749,0.79451,1.37119,1,1,0.995,0.76808,0.85,0.85,0.84695,0.27626,1.06688,4.98342,0.27245,0.54228,1.14818,0.00107072,0.00107072,0.00107072
706,1329.47,1.14746,6.93029,1.32693,0.81567,1.35585,1,1,0.995,0.76102,0.85,0.85,0.83954,0.27311,1.08071,5.0183,0.26934,0.54309,1.1504,0.0010694,0.0010694,0.0010694
707,1332.22,0.84511,5.39449,1.04164,0.7077,1.23813,1,1,0.995,0.77689,0.85,0.85,0.8505,0.29431,1.11333,5.06018,0.27918,0.55907,1.17502,0.00106808,0.00106808,0.00106808
708,1334.43,1.10881,6.38367,1.30475,0.75346,1.33558,1,1,0.995,0.7805,0.9,0.9,0.892,0.33235,1.11471,4.98216,0.2685,0.54465,1.18133,0.00106676,0.00106676,0.00106676
709,1336.7,0.79167,6.81686,1.51039,0.61893,1.22121,1,1,0.995,0.7805,0.9,0.9,0.892,0.33235,1.11471,4.98216,0.2685,0.54465,1.18133,0.00106544,0.00106544,0.00106544
710,1338.98,0.97002,6.41004,1.21377,0.70694,1.34795,1,1,0.995,0.78565,0.9,0.9,0.89512,0.32685,1.08914,4.93489,0.25797,0.50973,1.16398,0.00106412,0.00106412,0.00106412
711,1340.9,0.74036,6.98376,1.27443,0.62174,1.09059,1,1,0.995,0.78683,0.85,0.85,0.8453,0.32541,1.05219,4.87453,0.24666,0.4925,1.13662,0.0010628,0.0010628,0.0010628
712,1343.24,0.98552,6.42347,1.34706,0.74594,1.21479,1,1,0.995,0.78688,0.85,0.85,0.84958,0.30535,1.0103,4.94533,0.23928,0.49043,1.10654,0.00106148,0.00106148,0.00106148
713,1346.44,0.85632,6.12321,1.12465,0.63764,1.24906,1,1,0.995,0.78688,0.85,0.85,0.84958,0.30535,1.0103,4.94533,0.23928,0.49043,1.10654,0.00106016,0.00106016,0.00106016
714,1349.25,0.7387,5.70946,1.3804,0.68925,1.22105,1,1,0.995,0.78762,0.9,0.9,0.93117,0.31307,0.95487,4.97414,0.23546,0.48248,1.06983,0.00105884,0.00105884,0.00105884
715,1351.69,0.97813,6.81119,1.40468,0.77308,1.29743,1,1,0.995,0.79172,0.9,0.9,0.93156,0.32883,0.91853,5.00401,0.22702,0.47602,1.05232,0.00105752,0.00105752,0.00105752
716,1354.23,1.07539,5.67093,1.31086,0.70347,1.33316,1,1,0.995,0.80577,0.9,0.9,0.93156,0.32721,0.9148,5.04267,0.22283,0.48597,1.05021,0.0010562,0.0010562,0.0010562
717,1356.29,1.14591,6.51594,1.32894,0.87552,1.31756,1,1,0.995,0.80577,0.9,0.9,0.93156,0.32721,0.9148,5.04267,0.22283,0.48597,1.05021,0.00105488,0.00105488,0.00105488
718,1358.85,1.07212,4.17926,1.23111,0.7724,1.45935,1,1,0.995,0.80628,0.85,0.85,0.86161,0.32038,0.98573,5.03753,0.21178,0.51177,1.08107,0.00105356,0.00105356,0.00105356
719,1361.16,0.73667,5.72968,1.12748,0.67545,1.18621,1,1,0.995,0.81136,0.85,0.85,0.85094,0.30451,1.03504,5.0596,0.21713,0.51921,1.09621,0.00105224,0.00105224,0.00105224
720,1363.31,0.99232,4.62996,1.2132,0.71906,1.34163,1,1,0.995,0.81735,0.85,0.85,0.843,0.28995,1.05052,5.0954,0.23046,0.51465,1.09529,0.00105092,0.00105092,0.00105092
721,1365.39,1.0534,6.93724,1.37534,0.81158,1.30834,1,1,0.995,0.81735,0.85,0.85,0.843,0.28995,1.05052,5.0954,0.23046,0.51465,1.09529,0.0010496,0.0010496,0.0010496
722,1367.62,0.76344,7.3411,1.27426,0.60511,1.17174,1,1,0.995,0.82843,0.85,0.85,0.84633,0.28959,1.01184,5.1195,0.2489,0.50247,1.07303,0.00104828,0.00104828,0.00104828
723,1369.88,0.94904,6.02455,1.07409,0.7482,1.32199,1,1,0.995,0.82642,0.8,0.8,0.804,0.29228,0.99315,5.03551,0.26306,0.5072,1.05729,0.00104696,0.00104696,0.00104696
724,1372.01,0.998,7.73241,1.41866,0.69101,1.24673,1,1,0.995,0.8347,0.8,0.8,0.81936,0.30375,0.96394,5.0166,0.28012,0.49537,1.03857,0.00104564,0.00104564,0.00104564
725,1373.79,0.97306,8.32546,1.37185,0.74662,1.316,1,1,0.995,0.8347,0.8,0.8,0.81936,0.30375,0.96394,5.0166,0.28012,0.49537,1.03857,0.00104432,0.00104432,0.00104432
726,1376.09,0.95256,6.6184,1.49132,0.68001,1.26716,1,1,0.995,0.84522,0.85,0.85,0.86514,0.30904,0.96525,5.01888,0.29453,0.47921,1.03568,0.001043,0.001043,0.001043
727,1378.01,0.95185,7.08447,1.22393,0.71667,1.24627,1,1,0.995,0.82476,0.85,0.85,0.86157,0.28986,0.97226,5.00393,0.30729,0.4724,1.03983,0.00104168,0.00104168,0.00104168
728,1380.15,0.97524,5.84798,1.37891,0.69714,1.29301,1,1,0.995,0.82954,0.85,0.85,0.86157,0.30906,0.94838,4.92929,0.31278,0.46746,1.02976,0.00104036,0.00104036,0.00104036
729,1382.58,0.90409,6.03673,1.17313,0.63198,1.2706,1,1,0.995,0.82954,0.85,0.85,0.86157,0.30906,0.94838,4.92929,0.31278,0.46746,1.02976,0.00103904,0.00103904,0.00103904
730,1384.4,0.88264,6.00218,1.321,0.73136,1.20986,1,1,0.995,0.83353,0.9,0.9,0.90164,0.32329,0.9259,4.92111,0.31899,0.47246,1.02525,0.00103772,0.00103772,0.00103772
731,1386.95,0.90266,7.42119,1.31981,0.72143,1.21215,1,1,0.995,0.83268,0.9,0.9,0.9045,0.33402,0.89245,4.85332,0.32819,0.46567,1.00895,0.0010364,0.0010364,0.0010364
732,1389.61,1.03075,6.621,1.38765,0.77661,1.37513,1,1,0.995,0.82995,0.9,0.9,0.90137,0.32284,0.86805,4.83122,0.33681,0.46749,1.00184,0.00103508,0.00103508,0.00103508
733,1391.51,0.80845,5.43618,1.27714,0.63639,1.23598,1,1,0.995,0.82995,0.9,0.9,0.90137,0.32284,0.86805,4.83122,0.33681,0.46749,1.00184,0.00103376,0.00103376,0.00103376
734,1393.88,0.80841,5.96506,1.41597,0.60509,1.18527,1,1,0.995,0.82502,0.9,0.9,0.90137,0.32898,0.90843,4.8016,0.33919,0.4951,1.01838,0.00103244,0.00103244,0.00103244
735,1396.2,0.86555,7.45161,1.59708,0.81262,1.22876,1,1,0.995,0.81778,0.9,0.9,0.90509,0.33861,0.95897,4.78139,0.33787,0.49696,1.04494,0.00103112,0.00103112,0.00103112
736,1398.19,1.25924,5.42934,1.25927,0.95924,1.42603,1,1,0.995,0.8154,0.9,0.9,0.90617,0.34137,0.98461,4.76823,0.32692,0.52888,1.06385,0.0010298,0.0010298,0.0010298
737,1400.02,0.96263,6.75545,1.37973,0.70081,1.24963,1,1,0.995,0.8154,0.9,0.9,0.90617,0.34137,0.98461,4.76823,0.32692,0.52888,1.06385,0.00102848,0.00102848,0.00102848
738,1402.52,0.86927,6.35036,1.55007,0.63141,1.28818,1,1,0.995,0.8113,0.95,0.95,0.971,0.34191,1.02647,4.74378,0.30748,0.52899,1.09256,0.00102716,0.00102716,0.00102716
739,1404.76,0.85135,5.74058,1.17721,0.68385,1.22095,1,1,0.995,0.79278,0.95,0.95,0.971,0.33802,1.11219,4.73962,0.28159,0.56737,1.14895,0.00102584,0.00102584,0.00102584
740,1407.06,1.03727,5.45109,1.00213,0.79155,1.33095,1,1,0.995,0.80349,0.9,0.9,0.917,0.32035,1.1673,4.81967,0.26689,0.56948,1.19113,0.00102452,0.00102452,0.00102452
741,1409.54,0.91836,5.32425,1.22403,0.73407,1.315,1,1,0.995,0.80349,0.9,0.9,0.917,0.32035,1.1673,4.81967,0.26689,0.56948,1.19113,0.0010232,0.0010232,0.0010232
742,1411.21,1.43859,6.89441,1.2914,1.03897,1.45421,1,1,0.995,0.80883,0.95,0.95,0.961,0.31967,1.197,4.86719,0.25385,0.60209,1.20965,0.00102188,0.00102188,0.00102188
743,1413.74,0.8316,6.3435,1.21961,0.59873,1.21671,1,1,0.995,0.79012,0.9,0.9,0.88575,0.29413,1.2154,4.93345,0.24552,0.62192,1.21854,0.00102056,0.00102056,0.00102056
744,1415.85,0.77029,4.98448,1.14121,0.58904,1.149,1,1,0.995,0.78768,0.9,0.9,0.89256,0.28904,1.23405,4.97343,0.23136,0.61842,1.22493,0.00101924,0.00101924,0.00101924
745,1418.25,1.1872,5.55886,0.97409,0.78884,1.39991,1,1,0.995,0.78768,0.9,0.9,0.89256,0.28904,1.23405,4.97343,0.23136,0.61842,1.22493,0.00101792,0.00101792,0.00101792
746,1420.29,0.95163,5.40585,0.98561,0.6427,1.20577,1,1,0.995,0.79094,0.95,0.95,0.971,0.30341,1.24345,4.90235,0.22608,0.63842,1.21772,0.0010166,0.0010166,0.0010166
747,1422.52,0.90219,5.28953,1.24939,0.75538,1.2446,1,1,0.995,0.77898,0.9,0.9,0.91728,0.31189,1.28993,4.79117,0.20963,0.66153,1.25109,0.00101528,0.00101528,0.00101528
748,1425.04,1.02855,5.06848,1.06822,0.70356,1.40143,1,1,0.995,0.78395,0.85,0.85,0.87545,0.3067,1.23285,4.68965,0.20016,0.6925,1.20986,0.00101396,0.00101396,0.00101396
749,1426.93,0.94847,6.92533,1.36355,0.81231,1.25621,1,1,0.995,0.78395,0.85,0.85,0.87545,0.3067,1.23285,4.68965,0.20016,0.6925,1.20986,0.00101264,0.00101264,0.00101264
750,1429.35,0.97802,6.08948,1.38003,0.6622,1.41162,1,1,0.995,0.77367,0.8,0.8,0.8165,0.26763,1.17433,4.77426,0.19953,0.69835,1.18118,0.00101132,0.00101132,0.00101132
751,1431.65,0.94723,6.55497,1.39943,0.73922,1.30375,1,1,0.995,0.80163,0.8,0.8,0.77138,0.26311,1.12648,4.89034,0.20817,0.66755,1.14751,0.00101,0.00101,0.00101
752,1434.04,0.9176,6.84585,1.43604,0.69807,1.25613,1,1,0.995,0.80169,0.8,0.8,0.7841,0.28856,1.08318,5.04574,0.21947,0.62153,1.11682,0.00100868,0.00100868,0.00100868
753,1436.02,0.86423,6.25156,1.27146,0.64431,1.22516,1,1,0.995,0.80169,0.8,0.8,0.7841,0.28856,1.08318,5.04574,0.21947,0.62153,1.11682,0.00100736,0.00100736,0.00100736
754,1438.2,0.85196,6.98296,1.46874,0.66848,1.23294,1,1,0.995,0.8104,0.85,0.85,0.843,0.29405,1.07244,5.13274,0.22822,0.59795,1.10304,0.00100604,0.00100604,0.00100604
755,1440.64,0.97596,5.4134,1.11408,0.63411,1.30676,1,1,0.995,0.81847,0.85,0.85,0.83777,0.25537,1.06374,5.11037,0.2236,0.59734,1.09628,0.00100472,0.00100472,0.00100472
756,1442.92,1.00053,5.03546,1.26651,0.68628,1.3905,1,1,0.995,0.82208,0.85,0.85,0.843,0.2693,1.06229,4.98113,0.21686,0.60874,1.09615,0.0010034,0.0010034,0.0010034
757,1445.27,0.84049,5.279,1.32766,0.62214,1.257,1,1,0.995,0.82208,0.85,0.85,0.843,0.2693,1.06229,4.98113,0.21686,0.60874,1.09615,0.00100208,0.00100208,0.00100208
758,1447.51,0.56906,7.57201,1.20585,0.53269,1.1137,1,1,0.995,0.81279,0.85,0.85,0.84303,0.26518,1.09714,4.87174,0.20949,0.62806,1.11562,0.00100076,0.00100076,0.00100076
759,1449.81,0.69386,6.59515,1.12243,0.6093,1.14461,1,1,0.995,0.80787,0.85,0.85,0.838,0.26051,1.20535,4.82357,0.20728,0.67879,1.18758,0.00099944,0.00099944,0.00099944
760,1451.57,0.75372,6.12226,1.12517,0.54966,1.14453,1,1,0.995,0.79226,0.85,0.85,0.82336,0.24352,1.32296,4.87121,0.20336,0.69098,1.27253,0.00099812,0.00099812,0.00099812
761,1453.48,1.13373,5.55556,1.28305,0.81561,1.37435,1,1,0.995,0.79226,0.85,0.85,0.82336,0.24352,1.32296,4.87121,0.20336,0.69098,1.27253,0.0009968,0.0009968,0.0009968
762,1455.59,0.85446,6.71241,1.23768,0.69425,1.20251,1,1,0.995,0.77609,0.75,0.75,0.65625,0.21027,1.41916,5.05654,0.19747,0.76221,1.35835,0.00099548,0.00099548,0.00099548
763,1457.78,0.91632,3.89298,1.1935,0.72552,1.30654,1,1,0.995,0.77752,0.7,0.7,0.595,0.20954,1.41172,5.16912,0.20044,0.73573,1.36747,0.00099416,0.00099416,0.00099416
764,1459.76,0.87373,6.33178,1.29854,0.67572,1.19199,1,1,0.995,0.77076,0.75,0.75,0.65625,0.21224,1.35582,5.24286,0.20536,0.71099,1.33801,0.00099284,0.00099284,0.00099284
765,1461.7,1.09645,6.53033,1.21523,0.68619,1.33365,1,1,0.995,0.77076,0.75,0.75,0.65625,0.21224,1.35582,5.24286,0.20536,0.71099,1.33801,0.00099152,0.00099152,0.00099152
766,1463.86,1.05038,5.55943,1.31682,0.83452,1.31728,1,1,0.995,0.77297,0.8,0.8,0.72,0.24536,1.29379,5.30344,0.202,0.67597,1.30385,0.0009902,0.0009902,0.0009902
767,1466.59,0.74124,5.38125,1.15907,0.68769,1.20385,1,1,0.995,0.79738,0.9,0.9,0.89527,0.28043,1.14455,5.06921,0.19849,0.55688,1.2051,0.00098888,0.00098888,0.00098888
768,1469.17,0.86262,6.25246,1.16558,0.81744,1.33244,1,1,0.995,0.79837,0.9,0.9,0.91387,0.32964,1.02762,4.83866,0.19433,0.4874,1.12278,0.00098756,0.00098756,0.00098756
769,1471.53,0.77756,5.36925,1.21937,0.64106,1.17856,1,1,0.995,0.79837,0.9,0.9,0.91387,0.32964,1.02762,4.83866,0.19433,0.4874,1.12278,0.00098624,0.00098624,0.00098624
770,1473.84,0.87824,6.88561,1.09672,0.64824,1.20339,1,1,0.995,0.79995,0.9,0.9,0.92561,0.35408,0.95326,4.70319,0.19432,0.45182,1.06873,0.00098492,0.00098492,0.00098492
771,1475.98,1.04603,5.84016,1.22323,0.75664,1.31858,1,1,0.995,0.81106,0.9,0.9,0.92839,0.38818,0.92122,4.60798,0.19576,0.42794,1.03674,0.0009836,0.0009836,0.0009836
772,1478.56,0.6106,6.10203,1.10052,0.43593,1.10684,1,1,0.995,0.80911,0.95,0.95,0.961,0.4154,0.92833,4.48447,0.20477,0.42489,1.03425,0.00098228,0.00098228,0.00098228
773,1480.99,0.87009,7.22179,1.32631,0.76249,1.31107,1,1,0.995,0.80911,0.95,0.95,0.961,0.4154,0.92833,4.48447,0.20477,0.42489,1.03425,0.00098096,0.00098096,0.00098096
774,1483.22,0.79084,7.27229,1.4963,0.58742,1.16402,1,1,0.995,0.80498,0.9,0.9,0.92561,0.42243,0.93492,4.34826,0.21033,0.43114,1.03417,0.00097964,0.00097964,0.00097964
775,1485.46,0.74353,6.10124,1.23641,0.59383,1.21825,1,1,0.995,0.79997,0.9,0.9,0.92568,0.42338,0.9881,4.31552,0.21275,0.44734,1.06897,0.00097832,0.00097832,0.00097832
776,1487.65,0.83788,6.44059,1.40448,0.61634,1.21522,1,1,0.995,0.79497,0.95,0.95,0.9685,0.42261,1.03715,4.30591,0.21873,0.46736,1.10114,0.000977,0.000977,0.000977
777,1489.68,0.8276,5.53359,1.14265,0.67088,1.20901,1,1,0.995,0.79497,0.95,0.95,0.9685,0.42261,1.03715,4.30591,0.21873,0.46736,1.10114,0.00097568,0.00097568,0.00097568
778,1491.79,1.07914,6.97705,1.53942,0.82294,1.31545,1,1,0.995,0.78629,0.95,0.95,0.9685,0.41966,1.07538,4.33282,0.2364,0.47621,1.12525,0.00097436,0.00097436,0.00097436
779,1494.19,0.82519,6.57104,1.20576,0.63265,1.23481,1,1,0.995,0.78264,0.95,0.95,0.9685,0.41328,1.12087,4.35287,0.24676,0.48469,1.15251,0.00097304,0.00097304,0.00097304
780,1495.91,0.99254,4.51256,1.00092,0.74385,1.22552,1,1,0.995,0.7854,1,1,0.995,0.41288,1.14742,4.38242,0.26266,0.48508,1.16385,0.00097172,0.00097172,0.00097172
781,1498.5,0.99739,6.01537,1.1358,0.75505,1.40969,1,1,0.995,0.7854,1,1,0.995,0.41288,1.14742,4.38242,0.26266,0.48508,1.16385,0.0009704,0.0009704,0.0009704
782,1500.92,0.76273,6.28773,1.47119,0.5371,1.24211,1,1,0.995,0.78489,1,1,0.995,0.42486,1.1272,4.45312,0.27569,0.48078,1.14447,0.00096908,0.00096908,0.00096908
783,1503.23,0.78225,6.26537,1.28446,0.641,1.19299,1,1,0.995,0.78233,1,1,0.995,0.43042,1.10706,4.53856,0.28654,0.46004,1.12561,0.00096776,0.00096776,0.00096776
784,1504.94,0.92728,4.9656,1.23674,0.70301,1.30228,1,1,0.995,0.7846,1,1,0.995,0.40437,1.12253,4.65905,0.29627,0.46023,1.13081,0.00096644,0.00096644,0.00096644
785,1506.78,0.96964,5.9159,1.39003,0.8083,1.2581,1,1,0.995,0.7846,1,1,0.995,0.40437,1.12253,4.65905,0.29627,0.46023,1.13081,0.00096512,0.00096512,0.00096512
786,1508.85,1.23558,6.2388,1.33377,0.85279,1.40704,1,1,0.995,0.77915,0.9,0.9,0.9245,0.38865,1.16697,4.79521,0.29964,0.48088,1.15587,0.0009638,0.0009638,0.0009638
787,1511.16,1.12205,5.83839,1.36418,0.83933,1.39714,1,1,0.995,0.78539,0.9,0.9,0.9245,0.34226,1.15544,4.98308,0.3118,0.46866,1.14958,0.00096248,0.00096248,0.00096248
788,1513.53,0.90234,5.36714,1.1998,0.65467,1.26493,1,1,0.995,0.79242,0.9,0.9,0.92117,0.34208,1.08188,5.01515,0.31461,0.44339,1.10304,0.00096116,0.00096116,0.00096116
789,1515.16,0.90174,5.8307,1.1159,0.73057,1.28041,1,1,0.995,0.79242,0.9,0.9,0.92117,0.34208,1.08188,5.01515,0.31461,0.44339,1.10304,0.00095984,0.00095984,0.00095984
790,1517.5,0.79528,7.7513,1.39063,0.69317,1.19304,1,1,0.995,0.80573,0.9,0.9,0.9245,0.31894,1.04952,5.0375,0.3217,0.44076,1.08415,0.00095852,0.00095852,0.00095852
791,1519.69,1.0439,7.00753,1.17365,0.7594,1.32141,1,1,0.995,0.81962,0.85,0.85,0.883,0.31114,0.97674,4.9998,0.31497,0.45116,1.04418,0.0009572,0.0009572,0.0009572
792,1521.97,0.89547,5.73455,1.29144,0.69412,1.2602,1,1,0.995,0.82021,0.85,0.85,0.88624,0.2976,0.90086,4.96802,0.30705,0.4252,1.00171,0.00095588,0.00095588,0.00095588
793,1524.48,1.03199,5.34828,1.36824,0.78843,1.35183,1,1,0.995,0.82021,0.85,0.85,0.88624,0.2976,0.90086,4.96802,0.30705,0.4252,1.00171,0.00095456,0.00095456,0.00095456
794,1526.88,0.85952,5.20217,1.17513,0.65318,1.26198,1,1,0.995,0.84219,0.85,0.85,0.88624,0.28698,0.87407,5.05069,0.29247,0.41784,0.98209,0.00095324,0.00095324,0.00095324
795,1528.69,1.03913,6.92735,1.31299,0.82618,1.27882,1,1,0.995,0.83112,0.85,0.85,0.88035,0.31437,0.90395,5.14414,0.28054,0.43278,0.98161,0.00095192,0.00095192,0.00095192
796,1531.24,0.86798,5.14334,1.18153,0.66155,1.20954,1,1,0.995,0.82091,0.9,0.9,0.92568,0.28248,0.95512,5.47945,0.27797,0.44336,1.00165,0.0009506,0.0009506,0.0009506
797,1533.86,0.95087,6.68916,1.20643,0.8392,1.36621,1,1,0.995,0.82091,0.9,0.9,0.92568,0.28248,0.95512,5.47945,0.27797,0.44336,1.00165,0.00094928,0.00094928,0.00094928
798,1535.91,0.98508,4.68017,1.08411,0.7772,1.29756,1,1,0.995,0.81587,0.85,0.85,0.88425,0.29438,0.97662,5.69745,0.27964,0.43367,1.01831,0.00094796,0.00094796,0.00094796
799,1537.77,0.84812,6.22413,0.93203,0.61866,1.20065,1,1,0.995,0.8407,0.85,0.85,0.87415,0.33456,0.97709,5.74634,0.28124,0.43028,1.02963,0.00094664,0.00094664,0.00094664
800,1539.62,0.93663,5.86464,1.27027,0.71089,1.28882,1,1,0.995,0.82853,0.9,0.9,0.92862,0.33854,0.96248,5.55837,0.27898,0.41906,1.03347,0.00094532,0.00094532,0.00094532
801,1541.32,1.03228,7.59642,1.42794,0.79625,1.2983,1,1,0.995,0.82853,0.9,0.9,0.92862,0.33854,0.96248,5.55837,0.27898,0.41906,1.03347,0.000944,0.000944,0.000944
802,1543.46,0.90504,6.75677,1.25254,0.75672,1.24613,1,1,0.995,0.83199,0.9,0.9,0.93156,0.36846,0.96373,5.35008,0.27676,0.40937,1.04189,0.00094268,0.00094268,0.00094268
803,1545.89,1.15553,6.96397,1.50649,0.83791,1.36133,1,1,0.995,0.82812,0.9,0.9,0.89093,0.34081,0.97773,5.17201,0.27602,0.40758,1.05814,0.00094136,0.00094136,0.00094136
804,1547.76,0.99428,7.97274,1.54496,0.7829,1.30806,1,1,0.995,0.82584,0.9,0.9,0.89093,0.33104,0.98467,5.18996,0.28033,0.39993,1.0635,0.00094004,0.00094004,0.00094004
805,1549.57,0.91615,6.04509,0.97775,0.67966,1.22056,1,1,0.995,0.82584,0.9,0.9,0.89093,0.33104,0.98467,5.18996,0.28033,0.39993,1.0635,0.00093872,0.00093872,0.00093872
806,1551.57,1.10817,7.14227,1.25218,0.95764,1.28606,1,1,0.995,0.8289,0.85,0.85,0.83675,0.32025,0.97409,5.21771,0.29101,0.42386,1.05371,0.0009374,0.0009374,0.0009374
807,1553.53,0.88629,5.79091,1.23371,0.66914,1.22376,1,1,0.995,0.83641,0.85,0.85,0.83425,0.32417,0.91299,5.1238,0.28885,0.43349,1.01526,0.00093608,0.00093608,0.00093608
808,1555.55,1.15875,7.00694,1.08036,0.97768,1.40129,1,1,0.995,0.82843,0.85,0.85,0.8595,0.30256,0.85219,4.99615,0.29901,0.43269,0.98164,0.00093476,0.00093476,0.00093476
809,1558.15,0.92793,6.36459,0.95805,0.75026,1.26501,1,1,0.995,0.82843,0.85,0.85,0.8595,0.30256,0.85219,4.99615,0.29901,0.43269,0.98164,0.00093344,0.00093344,0.00093344
810,1560.36,0.8225,6.27479,1.31902,0.67871,1.21397,1,1,0.995,0.83112,0.85,0.85,0.89212,0.33465,0.78027,4.95531,0.31477,0.43595,0.94592,0.00093212,0.00093212,0.00093212
811,1562.02,0.98653,7.7432,1.62437,0.77414,1.30012,1,1,0.995,0.83596,0.85,0.85,0.89682,0.35015,0.74078,5.16747,0.306,0.44174,0.92725,0.0009308,0.0009308,0.0009308
812,1564.46,0.88737,5.43643,1.22371,0.67737,1.27046,1,1,0.995,0.83472,0.85,0.85,0.89962,0.33767,0.72924,5.32778,0.28364,0.42527,0.92375,0.00092948,0.00092948,0.00092948
813,1566.64,1.0991,5.15453,1.2879,0.91351,1.38435,1,1,0.995,0.83472,0.85,0.85,0.89962,0.33767,0.72924,5.32778,0.28364,0.42527,0.92375,0.00092816,0.00092816,0.00092816
814,1568.77,0.90051,4.92225,1.36153,0.79424,1.31103,1,1,0.995,0.8298,0.85,0.85,0.89962,0.33958,0.75104,5.20744,0.2628,0.44273,0.93596,0.00092684,0.00092684,0.00092684
815,1570.98,0.86281,6.08248,1.37259,0.68251,1.21847,1,1,0.995,0.83333,0.85,0.85,0.89374,0.34862,0.79062,5.02155,0.24226,0.46454,0.95346,0.00092552,0.00092552,0.00092552
816,1573.39,0.91676,5.34688,1.16106,0.67925,1.25049,1,1,0.995,0.82756,0.85,0.85,0.89057,0.35636,0.83335,4.89382,0.23112,0.48432,0.96954,0.0009242,0.0009242,0.0009242
817,1575.55,0.96956,5.38078,1.28781,0.80334,1.31572,1,1,0.995,0.82756,0.85,0.85,0.89057,0.35636,0.83335,4.89382,0.23112,0.48432,0.96954,0.00092288,0.00092288,0.00092288
818,1578.1,0.71436,6.88822,1.33286,0.6254,1.18208,1,1,0.995,0.8247,0.9,0.9,0.93156,0.36985,0.87836,4.78891,0.2203,0.49777,0.99047,0.00092156,0.00092156,0.00092156
819,1580.59,0.8815,4.71749,1.34849,0.68801,1.30583,1,1,0.995,0.82229,0.9,0.9,0.9295,0.37123,0.92724,4.67805,0.2183,0.50495,1.01327,0.00092024,0.00092024,0.00092024
820,1582.89,0.83592,6.36419,1.06398,0.57421,1.24465,1,1,0.995,0.83077,0.95,0.95,0.961,0.38543,0.96683,4.56961,0.21735,0.49745,1.03363,0.00091892,0.00091892,0.00091892
821,1585.54,1.00369,4.7358,1.14223,0.76287,1.41365,1,1,0.995,0.83077,0.95,0.95,0.961,0.38543,0.96683,4.56961,0.21735,0.49745,1.03363,0.0009176,0.0009176,0.0009176
822,1587.69,1.06958,4.80908,1.279,0.78658,1.32394,1,1,0.995,0.82864,0.95,0.95,0.961,0.37777,0.97512,4.45614,0.22665,0.47356,1.0378,0.00091628,0.00091628,0.00091628
823,1589.74,0.80774,5.37015,1.09612,0.62885,1.20523,1,1,0.995,0.83328,0.95,0.95,0.961,0.38076,0.96054,4.35132,0.22976,0.44207,1.0347,0.00091496,0.00091496,0.00091496
824,1591.71,0.98072,4.80747,1.24462,0.69297,1.29614,1,1,0.995,0.83302,0.95,0.95,0.961,0.36368,0.92848,4.4063,0.23193,0.43609,1.02432,0.00091364,0.00091364,0.00091364
825,1593.85,0.88871,5.46942,1.30039,0.68087,1.24551,1,1,0.995,0.83302,0.95,0.95,0.961,0.36368,0.92848,4.4063,0.23193,0.43609,1.02432,0.00091232,0.00091232,0.00091232
