epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,249.825,1.38318,8.22413,1.79346,1.1923,1.52483,0.97964,0.85,0.9593,0.70926,0.38548,0.35,0.25185,0.04882,1.41551,9.25764,0.56439,1.20497,1.32087,0.0018284,0.0018284,0.0018284
132,251.486,1.52719,8.41064,1.40795,1.39386,1.6477,0.90909,1,0.98786,0.71848,0.3464,0.3,0.20744,0.05059,1.42876,8.95769,0.59186,1.19785,1.39198,0.00182708,0.00182708,0.00182708
133,253.348,1.39456,9.0611,1.64125,1.2129,1.62532,0.90909,1,0.98786,0.71848,0.3464,0.3,0.20744,0.05059,1.42876,8.95769,0.59186,1.19785,1.39198,0.00182576,0.00182576,0.00182576
134,255.157,1.5801,7.78497,1.63839,1.24391,1.7282,0.95,0.95,0.971,0.73382,0.4089,0.35,0.27967,0.05875,1.42232,8.88693,0.62778,1.02549,1.42648,0.00182444,0.00182444,0.00182444
135,256.662,1.17083,9.43232,1.49983,1.01453,1.43644,0.95,0.95,0.971,0.72676,0.40338,0.35,0.31675,0.0689,1.51105,8.9519,0.6431,0.96742,1.50407,0.00182312,0.00182312,0.00182312
136,258.631,1.27865,9.45002,1.48709,1.19297,1.62115,0.95,0.95,0.9735,0.72645,0.35245,0.3,0.26793,0.05929,1.65309,8.89165,0.61262,0.97379,1.58622,0.0018218,0.0018218,0.0018218
137,260.162,1.31428,11.0707,1.75839,1.09842,1.50242,0.95,0.95,0.9735,0.72645,0.35245,0.3,0.26793,0.05929,1.65309,8.89165,0.61262,0.97379,1.58622,0.00182048,0.00182048,0.00182048
138,262.045,1.12989,8.83862,1.41666,0.99303,1.46141,0.95,0.95,0.9735,0.70625,0.4,0.4,0.34346,0.06747,1.87253,8.977,0.54792,1.08015,1.75589,0.00181916,0.00181916,0.00181916
139,263.761,1.38589,7.97499,1.71321,1.19204,1.55281,0.95,0.95,0.9735,0.70739,0.2565,0.25,0.19199,0.04871,2.06077,8.95946,0.51129,1.14004,1.91132,0.00181784,0.00181784,0.00181784
140,265.309,1.61375,8.9022,1.52832,1.32336,1.66584,0.95,0.95,0.9735,0.69438,0.31303,0.3,0.2245,0.04822,2.24086,9.12909,0.46211,1.3152,2.11884,0.00181652,0.00181652,0.00181652
141,266.962,1.4364,9.4804,1.52782,1.15818,1.52018,0.95,0.95,0.9735,0.69438,0.31303,0.3,0.2245,0.04822,2.24086,9.12909,0.46211,1.3152,2.11884,0.0018152,0.0018152,0.0018152
142,268.406,1.40463,7.95852,1.4805,1.11553,1.58147,0.96192,0.95,0.9735,0.69752,0.26503,0.25,0.19708,0.03775,2.3012,9.23641,0.44162,1.34608,2.20967,0.00181388,0.00181388,0.00181388
143,269.816,1.19762,8.28934,1.49457,1.19465,1.48047,0.96667,0.95,0.9735,0.70856,0.25571,0.25,0.1798,0.02988,2.1611,9.27517,0.46435,1.54978,2.05158,0.00181256,0.00181256,0.00181256
144,271.972,1.47868,7.85179,1.66351,1.39934,1.7651,0.97256,0.95,0.97214,0.6922,0.10433,0.1,0.06444,0.01933,1.96826,9.71639,0.53392,1.3065,1.85127,0.00181124,0.00181124,0.00181124
145,273.981,1.48284,8.47517,1.40194,1.4092,1.71332,0.97256,0.95,0.97214,0.6922,0.10433,0.1,0.06444,0.01933,1.96826,9.71639,0.53392,1.3065,1.85127,0.00180992,0.00180992,0.00180992
146,275.738,1.28204,8.27543,1.50526,1.20037,1.5268,0.97058,0.95,0.97214,0.72671,0.14875,0.15,0.08318,0.01662,1.92358,9.83872,0.57393,1.06741,1.81669,0.0018086,0.0018086,0.0018086
147,277.385,1.23348,8.95246,1.68626,1.1734,1.53033,0.95,0.95,0.9735,0.71349,0.22238,0.2,0.15683,0.02472,2.04981,9.57591,0.56429,0.928,1.88343,0.00180728,0.00180728,0.00180728
148,279.301,1.40917,10.8605,1.49913,1.28203,1.63676,0.95,0.95,0.971,0.74361,0.22639,0.2,0.13671,0.0228,2.1099,9.30101,0.54917,0.87782,1.94735,0.00180596,0.00180596,0.00180596
149,281.164,1.56409,8.3848,1.68996,1.47705,1.67833,0.95,0.95,0.971,0.74361,0.22639,0.2,0.13671,0.0228,2.1099,9.30101,0.54917,0.87782,1.94735,0.00180464,0.00180464,0.00180464
150,283.031,1.29965,8.21644,1.66745,1.11512,1.57073,0.95,0.95,0.971,0.74694,0.40965,0.4,0.31339,0.04375,2.07945,9.25517,0.52853,0.8968,1.98768,0.00180332,0.00180332,0.00180332
151,284.48,1.55127,10.2147,1.73458,1.38305,1.61355,0.95,0.95,0.9735,0.72664,0.30951,0.3,0.23194,0.03932,2.03639,9.22401,0.5291,0.93013,2.00415,0.001802,0.001802,0.001802
152,286.512,1.18159,9.90885,1.83121,1.11227,1.52919,0.95,0.95,0.971,0.72746,0.25,0.25,0.17342,0.03533,2.03348,9.31428,0.51763,1.0366,2.01437,0.00180068,0.00180068,0.00180068
153,287.843,1.28993,9.09571,1.4276,1.23502,1.47439,0.95,0.95,0.971,0.72746,0.25,0.25,0.17342,0.03533,2.03348,9.31428,0.51763,1.0366,2.01437,0.00179936,0.00179936,0.00179936
154,289.489,1.07389,10.5077,1.37491,0.89656,1.36688,0.96589,0.95,0.9735,0.73313,0.30177,0.3,0.28547,0.06507,2.06883,9.36221,0.50481,1.1644,2.04639,0.00179804,0.00179804,0.00179804
155,290.983,1.31091,8.65262,1.47694,1.18065,1.44366,0.97851,0.95,0.9735,0.72867,0.35781,0.35,0.26671,0.05844,2.15473,9.36789,0.48396,1.27909,2.08016,0.00179672,0.00179672,0.00179672
156,293.02,1.28934,7.95279,1.6265,1.18085,1.55419,0.9814,0.95,0.9735,0.72865,0.30911,0.3,0.23045,0.04594,2.22061,9.46867,0.45876,1.19872,2.11414,0.0017954,0.0017954,0.0017954
157,294.723,1.55317,8.22641,1.5726,1.25827,1.68285,0.9814,0.95,0.9735,0.72865,0.30911,0.3,0.23045,0.04594,2.22061,9.46867,0.45876,1.19872,2.11414,0.00179408,0.00179408,0.00179408
158,296.504,1.1981,9.6561,1.73507,0.96385,1.47912,0.98654,0.95,0.9735,0.70935,0.31525,0.3,0.24081,0.04183,2.17179,9.52016,0.43303,1.06813,2.0799,0.00179276,0.00179276,0.00179276
159,298.338,1.31901,8.37539,1.87038,1.01936,1.53403,0.99014,0.95,0.9735,0.71644,0.3835,0.35,0.31126,0.04864,2.05397,9.33729,0.44593,1.00262,1.90037,0.00179144,0.00179144,0.00179144
160,300.019,0.97348,8.84653,1.42766,0.92118,1.38213,0.95238,1,0.99262,0.72779,0.34662,0.35,0.27143,0.05673,2.03449,9.3806,0.44309,0.98355,1.84913,0.00179012,0.00179012,0.00179012
161,301.617,1.08698,9.42156,1.56162,0.91529,1.37595,0.95238,1,0.99262,0.72779,0.34662,0.35,0.27143,0.05673,2.03449,9.3806,0.44309,0.98355,1.84913,0.0017888,0.0017888,0.0017888
162,303.424,1.38597,8.87602,1.67669,1.01774,1.46155,0.98774,0.95,0.9735,0.72064,0.367,0.35,0.32546,0.0489,1.89628,9.31695,0.44538,0.9166,1.71578,0.00178748,0.00178748,0.00178748
163,304.986,1.31333,8.12111,1.57578,1.12044,1.50527,0.98501,0.95,0.9735,0.73559,0.31321,0.3,0.27918,0.04938,1.79284,9.40219,0.43394,0.96586,1.64211,0.00178616,0.00178616,0.00178616
164,306.839,1.18318,8.9375,1.42924,0.96219,1.44627,0.98419,0.95,0.9735,0.7403,0.31542,0.3,0.23872,0.0337,1.60534,9.66017,0.415,0.94479,1.50504,0.00178484,0.00178484,0.00178484
165,308.297,1.53746,9.42886,1.57199,1.16279,1.53633,0.98419,0.95,0.9735,0.7403,0.31542,0.3,0.23872,0.0337,1.60534,9.66017,0.415,0.94479,1.50504,0.00178352,0.00178352,0.00178352
166,309.761,1.20486,9.71009,1.69071,1.0377,1.3873,0.98083,0.95,0.9735,0.75066,0.12925,0.1,0.0835,0.00835,1.47873,9.96383,0.39289,0.91728,1.43253,0.0017822,0.0017822,0.0017822
167,311.441,1.47693,9.07659,1.77835,1.25759,1.59948,0.97607,0.95,0.9735,0.74686,0.10259,0.1,0.05719,0.00876,1.44608,10.3187,0.37835,0.8663,1.4312,0.00178088,0.00178088,0.00178088
168,313.315,1.22803,8.20554,1.50922,0.94472,1.4758,0.97856,0.95,0.9735,0.72293,0.0615,0.05,0.0465,0.0093,1.57661,10.5272,0.37386,0.84446,1.5359,0.00177956,0.00177956,0.00177956
169,314.966,1.19578,8.98715,1.5688,0.99513,1.415,0.97856,0.95,0.9735,0.72293,0.0615,0.05,0.0465,0.0093,1.57661,10.5272,0.37386,0.84446,1.5359,0.00177824,0.00177824,0.00177824
170,316.43,1.15377,9.90343,1.44101,1.11254,1.38663,0.97879,0.95,0.9735,0.71432,0.1047,0.1,0.07633,0.00763,1.70254,10.5237,0.37892,0.80961,1.58791,0.00177692,0.00177692,0.00177692
171,317.904,1.09342,9.14103,1.66393,0.88205,1.32585,0.96466,0.95,0.9735,0.71129,0.15484,0.15,0.09979,0.01273,1.65957,10.0283,0.43319,0.81626,1.5375,0.0017756,0.0017756,0.0017756
172,319.743,1.15354,9.13838,1.66586,1.02103,1.48605,0.96637,0.95,0.9735,0.7102,0.3,0.3,0.20908,0.04382,1.5039,9.22974,0.59347,0.81419,1.42144,0.00177428,0.00177428,0.00177428
173,321.476,1.15455,9.52921,1.3479,0.98343,1.45077,0.96637,0.95,0.9735,0.7102,0.3,0.3,0.20908,0.04382,1.5039,9.22974,0.59347,0.81419,1.42144,0.00177296,0.00177296,0.00177296
174,323.072,1.5042,8.55837,1.3915,1.15327,1.56846,0.96203,0.95,0.9735,0.71588,0.4,0.4,0.29068,0.04606,1.47863,9.09926,0.65492,0.8353,1.40798,0.00177164,0.00177164,0.00177164
175,324.934,1.3049,8.20645,1.59432,1.11388,1.55073,0.9629,0.95,0.9735,0.72079,0.4,0.4,0.28867,0.06162,1.51426,9.00036,0.60683,0.88586,1.45663,0.00177032,0.00177032,0.00177032
176,326.676,1.41799,8.4587,1.54384,1.15531,1.62188,0.97437,0.95,0.9735,0.70531,0.35735,0.35,0.24356,0.05082,1.74581,8.98999,0.54438,1.06128,1.65905,0.001769,0.001769,0.001769
177,328.261,1.15068,7.95834,1.50549,0.98611,1.46858,0.97437,0.95,0.9735,0.70531,0.35735,0.35,0.24356,0.05082,1.74581,8.98999,0.54438,1.06128,1.65905,0.00176768,0.00176768,0.00176768
178,330.115,0.9894,9.52636,1.44832,0.86847,1.47973,0.97897,0.95,0.9735,0.70095,0.35888,0.35,0.2469,0.04539,2.05103,9.17174,0.48643,1.12433,1.94145,0.00176636,0.00176636,0.00176636
179,332.093,1.22802,10.1518,1.91894,0.91523,1.53788,0.97205,0.95,0.9735,0.69522,0.25885,0.25,0.17667,0.03865,2.25265,9.38521,0.46356,1.12008,2.16181,0.00176504,0.00176504,0.00176504
180,333.737,1.41223,8.13894,1.49941,1.12248,1.53234,0.96274,0.95,0.9735,0.69448,0.10198,0.1,0.05668,0.01419,2.42804,9.92439,0.38898,0.9991,2.46039,0.00176372,0.00176372,0.00176372
181,335.235,1.04583,7.70185,1.32814,0.86648,1.3469,0.96274,0.95,0.9735,0.69448,0.10198,0.1,0.05668,0.01419,2.42804,9.92439,0.38898,0.9991,2.46039,0.0017624,0.0017624,0.0017624
182,336.818,1.51086,8.41774,1.44518,1.15597,1.55422,0.97533,0.95,0.9735,0.70507,0.05224,0.05,0.039,0.0039,2.4409,10.5003,0.33591,1.04277,2.42702,0.00176108,0.00176108,0.00176108
183,338.67,0.93834,10.9841,1.72048,0.87525,1.35141,0.98751,0.95,0.9735,0.71083,0.1046,0.1,0.06883,0.01243,2.31971,10.7708,0.31933,1.07052,2.25022,0.00175976,0.00175976,0.00175976
184,340.733,1.17507,8.99264,1.53169,0.97389,1.55594,0.99057,0.95,0.9735,0.71887,0.10599,0.1,0.06819,0.01913,2.05875,10.6043,0.33148,0.9172,1.9614,0.00175844,0.00175844,0.00175844
185,342.836,1.13715,8.48004,1.44364,1.0081,1.57577,0.99057,0.95,0.9735,0.71887,0.10599,0.1,0.06819,0.01913,2.05875,10.6043,0.33148,0.9172,1.9614,0.00175712,0.00175712,0.00175712
186,344.623,1.19268,9.50329,1.47992,0.90279,1.4097,1,1,0.995,0.72906,0.21864,0.1,0.0835,0.01225,1.70321,10.6008,0.34691,1.01541,1.68277,0.0017558,0.0017558,0.0017558
187,346.37,1.16805,8.67576,1.49102,0.95777,1.50694,1,1,0.995,0.72923,0.2,0.2,0.14817,0.02963,1.47191,10.2881,0.37488,0.87717,1.47586,0.00175448,0.00175448,0.00175448
188,348.046,0.99422,8.7972,1.27949,0.87708,1.33488,1,1,0.995,0.71678,0.3,0.3,0.229,0.04641,1.33408,10.3204,0.39722,0.86647,1.3445,0.00175316,0.00175316,0.00175316
189,349.773,1.27769,6.90323,1.66176,1.06665,1.51772,1,1,0.995,0.71678,0.3,0.3,0.229,0.04641,1.33408,10.3204,0.39722,0.86647,1.3445,0.00175184,0.00175184,0.00175184
190,351.472,1.08713,9.80259,1.50922,0.93534,1.38345,1,1,0.995,0.70634,0.4,0.4,0.30788,0.06227,1.28541,9.76791,0.45933,0.84861,1.28942,0.00175052,0.00175052,0.00175052
191,353.02,1.47547,7.60877,1.44632,1.08401,1.60449,1,1,0.995,0.71752,0.45,0.45,0.34718,0.08522,1.21789,9.30748,0.51472,0.93734,1.2546,0.0017492,0.0017492,0.0017492
192,354.882,1.32083,9.085,1.65523,1.04924,1.49536,1,1,0.995,0.73873,0.45,0.45,0.37631,0.09821,1.31504,8.87293,0.53359,1.00348,1.32703,0.00174788,0.00174788,0.00174788
193,356.346,1.34073,9.02407,1.413,0.94922,1.44906,1,1,0.995,0.73873,0.45,0.45,0.37631,0.09821,1.31504,8.87293,0.53359,1.00348,1.32703,0.00174656,0.00174656,0.00174656
194,358.05,1.10448,8.11395,1.42203,0.87386,1.3963,1,1,0.995,0.72286,0.43421,0.4,0.3195,0.07638,1.60557,8.873,0.50787,1.00361,1.53377,0.00174524,0.00174524,0.00174524
195,360.036,1.30342,9.14093,1.79735,0.99129,1.46779,1,1,0.995,0.72517,0.45,0.45,0.346,0.07565,1.90444,8.90587,0.47276,1.10488,1.74858,0.00174392,0.00174392,0.00174392
196,362.319,1.34225,9.12349,1.69574,0.99028,1.58438,1,1,0.995,0.70867,0.45,0.45,0.346,0.07052,2.31242,8.92575,0.45127,1.16372,2.08256,0.0017426,0.0017426,0.0017426
197,364.445,1.1959,9.62621,1.50947,0.90923,1.48619,1,1,0.995,0.70867,0.45,0.45,0.346,0.07052,2.31242,8.92575,0.45127,1.16372,2.08256,0.00174128,0.00174128,0.00174128
198,366.792,1.29435,9.34142,1.43077,1.13426,1.58092,0.98341,0.95,0.9735,0.69045,0.35,0.35,0.24362,0.0438,2.52384,8.85142,0.44999,1.07431,2.46576,0.00173996,0.00173996,0.00173996
199,368.305,1.42419,8.48233,1.71321,1.02853,1.5171,0.95,0.95,0.9735,0.67929,0.30123,0.3,0.21062,0.04276,2.51136,8.94353,0.44437,1.08073,2.58878,0.00173864,0.00173864,0.00173864
200,370.501,1.29984,7.40348,1.70041,0.96329,1.60256,0.95,0.95,0.9735,0.68554,0.15,0.15,0.09883,0.01633,2.41744,9.04743,0.43629,1.17594,2.50052,0.00173732,0.00173732,0.00173732
201,372.284,1.14872,9.88041,1.65727,0.95168,1.50095,0.95,0.95,0.9735,0.68554,0.15,0.15,0.09883,0.01633,2.41744,9.04743,0.43629,1.17594,2.50052,0.001736,0.001736,0.001736
202,374.204,1.3173,7.89998,1.46584,1.04901,1.55872,0.95,0.95,0.951,0.67995,0.1,0.1,0.06606,0.01321,2.32788,8.99735,0.43797,1.19277,2.30389,0.00173468,0.00173468,0.00173468
203,375.99,1.3918,9.9053,1.5716,1.10692,1.54232,0.95,0.95,0.9435,0.68363,0.1,0.1,0.07326,0.01198,2.21297,8.79662,0.4681,1.31173,2.09945,0.00173336,0.00173336,0.00173336
204,377.851,1.4055,8.02877,1.61145,1.16261,1.55339,0.95,0.95,0.936,0.69454,0.2,0.2,0.12758,0.03278,2.02621,8.60702,0.51463,1.16928,1.87914,0.00173204,0.00173204,0.00173204
205,379.575,1.17398,9.0558,1.54432,1.05324,1.38117,0.95,0.95,0.936,0.69454,0.2,0.2,0.12758,0.03278,2.02621,8.60702,0.51463,1.16928,1.87914,0.00173072,0.00173072,0.00173072
206,381.715,1.20722,9.84578,1.63026,0.96862,1.5186,0.95,0.95,0.9285,0.69544,0.25,0.25,0.20447,0.03988,1.89998,8.39458,0.55015,1.06399,1.73496,0.0017294,0.0017294,0.0017294
207,383.218,1.63978,9.73763,1.62438,1.36819,1.64439,0.95,0.95,0.9335,0.68593,0.2,0.2,0.16711,0.03917,1.76184,8.31982,0.54847,1.03843,1.60795,0.00172808,0.00172808,0.00172808
208,385.486,1.43634,7.39808,1.63248,1.25964,1.66911,0.95,0.95,0.9485,0.70754,0.30672,0.3,0.27177,0.06228,1.60283,8.23432,0.56373,0.84712,1.53007,0.00172676,0.00172676,0.00172676
209,387.278,1.50153,7.81675,1.31693,1.14041,1.71562,0.95,0.95,0.9485,0.70754,0.30672,0.3,0.27177,0.06228,1.60283,8.23432,0.56373,0.84712,1.53007,0.00172544,0.00172544,0.00172544
210,389.29,1.17361,9.97728,1.46736,0.9432,1.39769,0.95,0.95,0.9585,0.69843,0.2556,0.25,0.23167,0.06172,1.63768,8.24192,0.55637,0.82344,1.54812,0.00172412,0.00172412,0.00172412
211,390.721,1.0958,8.47879,1.23173,1.02801,1.43076,0.95,0.95,0.9635,0.70702,0.3089,0.3,0.29194,0.0681,1.71309,8.20094,0.56343,0.81284,1.60032,0.0017228,0.0017228,0.0017228
212,392.446,1.27006,8.73232,1.59044,1.03456,1.52792,0.95,0.95,0.9635,0.71505,0.48152,0.4,0.42414,0.09655,1.83307,8.23394,0.58107,0.82473,1.66671,0.00172148,0.00172148,0.00172148
213,394.294,1.24738,7.47054,1.32785,0.87983,1.47259,0.95,0.95,0.9635,0.71505,0.48152,0.4,0.42414,0.09655,1.83307,8.23394,0.58107,0.82473,1.66671,0.00172016,0.00172016,0.00172016
214,395.897,1.22785,8.93042,1.45251,1.18448,1.41354,0.95,0.95,0.966,0.69528,0.49066,0.45,0.42474,0.09467,1.98739,8.35418,0.60372,0.91189,1.82614,0.00171884,0.00171884,0.00171884
215,397.747,0.9184,10.9207,1.5581,0.85816,1.31639,0.95,0.95,0.966,0.7014,0.50808,0.45,0.44119,0.11051,2.1408,8.39226,0.60879,1.09228,2.04806,0.00171752,0.00171752,0.00171752
216,399.392,1.2524,7.00628,1.3006,1.09039,1.53974,0.95,0.95,0.966,0.71567,0.41828,0.35,0.36242,0.08381,2.1928,8.76537,0.59368,1.27898,2.21757,0.0017162,0.0017162,0.0017162
217,401.04,1.22098,9.41529,1.43146,1.01226,1.45799,0.95,0.95,0.966,0.71567,0.41828,0.35,0.36242,0.08381,2.1928,8.76537,0.59368,1.27898,2.21757,0.00171488,0.00171488,0.00171488
218,402.801,1.376,8.94526,1.70856,1.13306,1.52436,0.95,0.95,0.9735,0.72173,0.3,0.3,0.23974,0.05264,2.17644,9.21146,0.5268,1.22472,2.2497,0.00171356,0.00171356,0.00171356
219,404.557,1.0245,9.35635,1.6451,0.94435,1.42026,0.95,0.95,0.9735,0.70414,0.2,0.2,0.141,0.03065,2.16551,9.81108,0.45935,1.23867,2.21014,0.00171224,0.00171224,0.00171224
220,406.338,1.33182,10.6547,1.73482,0.99174,1.4454,0.95,0.95,0.9735,0.67445,0.15,0.15,0.09351,0.01601,2.02676,10.6239,0.39621,1.18447,1.99548,0.00171092,0.00171092,0.00171092
221,408.09,1.16484,8.16472,1.43051,0.99967,1.49241,0.95,0.95,0.9735,0.67445,0.15,0.15,0.09351,0.01601,2.02676,10.6239,0.39621,1.18447,1.99548,0.0017096,0.0017096,0.0017096
222,409.863,1.4309,9.37177,1.65044,1.10401,1.61214,0.97479,0.95,0.9735,0.68972,0.10194,0.1,0.05976,0.00598,1.87683,11.0192,0.35243,1.16382,1.77566,0.00170828,0.00170828,0.00170828
223,411.319,1.17157,7.28828,1.32671,0.91969,1.35347,0.98558,0.95,0.9735,0.70964,0.05181,0.05,0.02637,0.00264,1.7259,10.781,0.34542,0.87645,1.58507,0.00170696,0.00170696,0.00170696
224,413.224,1.40628,9.78333,1.39049,1.09405,1.47021,0.98843,0.95,0.9735,0.70164,0,0,0,0,1.58457,10.3305,0.36719,0.7841,1.41993,0.00170564,0.00170564,0.00170564
225,414.903,1.46583,7.94655,1.69968,1.21194,1.68395,0.98843,0.95,0.9735,0.70164,0,0,0,0,1.58457,10.3305,0.36719,0.7841,1.41993,0.00170432,0.00170432,0.00170432
226,417.001,1.4303,7.83202,1.41971,1.19708,1.56105,1,1,0.995,0.70525,0.15662,0.15,0.09011,0.01743,1.44643,9.61023,0.40275,0.71158,1.30427,0.001703,0.001703,0.001703
227,418.845,1.36721,9.2051,1.58809,1.10368,1.49356,1,1,0.995,0.72236,0.27154,0.25,0.18967,0.03929,1.49341,9.57409,0.41403,0.68631,1.33077,0.00170168,0.00170168,0.00170168
228,420.803,1.34954,9.6734,1.65837,1.02816,1.50907,1,1,0.995,0.72462,0.33295,0.3,0.26741,0.06538,1.57233,9.22446,0.43979,0.68657,1.4113,0.00170036,0.00170036,0.00170036
229,422.326,1.35509,8.47735,1.40007,0.93674,1.47101,1,1,0.995,0.72462,0.33295,0.3,0.26741,0.06538,1.57233,9.22446,0.43979,0.68657,1.4113,0.00169904,0.00169904,0.00169904
230,423.818,1.39477,7.93479,1.54916,1.23558,1.55527,0.98673,0.95,0.9735,0.70973,0.46976,0.45,0.3485,0.1079,1.63399,8.70176,0.48703,0.77001,1.5575,0.00169772,0.00169772,0.00169772
231,425.536,0.87638,9.02102,1.53201,0.75719,1.26479,0.98568,0.95,0.9735,0.6963,0.51764,0.5,0.3894,0.10969,1.73397,8.31265,0.55788,1.04066,1.75016,0.0016964,0.0016964,0.0016964
232,427.278,1.16874,7.06705,1.43929,1.01403,1.56997,0.98758,0.95,0.9735,0.69802,0.46456,0.45,0.34587,0.08117,2.05708,8.41394,0.582,1.25142,2.04515,0.00169508,0.00169508,0.00169508
233,429.174,1.14541,8.15596,1.48118,0.80012,1.4311,0.98758,0.95,0.9735,0.69802,0.46456,0.45,0.34587,0.08117,2.05708,8.41394,0.582,1.25142,2.04515,0.00169376,0.00169376,0.00169376
234,430.667,0.99503,8.88572,1.57661,0.87214,1.35651,0.98899,0.95,0.9735,0.69377,0.46063,0.45,0.33679,0.07311,2.35735,8.58377,0.58727,1.27823,2.33231,0.00169244,0.00169244,0.00169244
235,432.5,0.96161,7.76626,1.23702,0.79575,1.34993,0.96319,0.95,0.9735,0.69303,0.45,0.45,0.32625,0.06075,2.48327,8.62765,0.59603,1.4542,2.49351,0.00169112,0.00169112,0.00169112
236,434.317,1.25152,8.36958,1.50356,1.05633,1.50755,0.95,0.95,0.9735,0.67902,0.45,0.45,0.332,0.04915,2.56033,8.69102,0.59907,1.56805,2.63051,0.0016898,0.0016898,0.0016898
237,436.042,1.05038,9.10715,1.5473,0.87936,1.40461,0.95,0.95,0.9735,0.67902,0.45,0.45,0.332,0.04915,2.56033,8.69102,0.59907,1.56805,2.63051,0.00168848,0.00168848,0.00168848
238,437.976,1.02785,8.48762,1.66392,0.9772,1.36449,0.95,0.95,0.9735,0.67823,0.35,0.35,0.26644,0.03962,2.60401,9.05735,0.61449,1.63964,2.73227,0.00168716,0.00168716,0.00168716
239,439.64,1.14486,8.30405,1.53945,0.87914,1.3623,0.95,0.95,0.9735,0.68241,0.35,0.35,0.251,0.05221,2.60142,9.30404,0.6242,1.73982,2.71455,0.00168584,0.00168584,0.00168584
240,441.088,0.68166,8.20795,1.30798,0.7096,1.23958,0.95951,0.95,0.9735,0.68944,0.35,0.35,0.24488,0.05164,2.56462,9.39571,0.61488,1.87168,2.65972,0.00168452,0.00168452,0.00168452
241,442.536,1.19095,8.63418,1.47261,0.94415,1.46017,0.95951,0.95,0.9735,0.68944,0.35,0.35,0.24488,0.05164,2.56462,9.39571,0.61488,1.87168,2.65972,0.0016832,0.0016832,0.0016832
242,444.437,1.04475,7.29078,1.44464,0.90936,1.38442,0.97861,0.95,0.9735,0.69146,0.35,0.35,0.25202,0.05449,2.53276,9.38201,0.59889,1.9644,2.66304,0.00168188,0.00168188,0.00168188
243,446.014,1.17225,8.98864,1.50002,1.0299,1.46308,0.95238,1,0.99262,0.70137,0.33333,0.35,0.24884,0.05998,2.47969,9.07114,0.57153,2.008,2.66531,0.00168056,0.00168056,0.00168056
244,447.516,1.16022,8.43771,1.4695,1.04302,1.4533,0.98696,0.95,0.9735,0.69293,0.35,0.35,0.25496,0.05819,2.43093,8.83036,0.53762,1.87933,2.66469,0.00167924,0.00167924,0.00167924
245,449.116,1.07991,7.8637,1.24385,0.78146,1.31691,0.98696,0.95,0.9735,0.69293,0.35,0.35,0.25496,0.05819,2.43093,8.83036,0.53762,1.87933,2.66469,0.00167792,0.00167792,0.00167792
246,450.552,0.91381,7.83999,1.31644,0.82575,1.33718,0.98857,0.95,0.9735,0.69761,0.36447,0.35,0.25876,0.06296,2.41489,8.55457,0.51916,1.8384,2.64743,0.0016766,0.0016766,0.0016766
247,452.393,0.96194,8.21247,1.41243,0.82035,1.38725,0.98333,0.95,0.9735,0.69948,0.46653,0.45,0.3485,0.08919,2.42406,8.39151,0.51381,1.79397,2.65107,0.00167528,0.00167528,0.00167528
248,454.101,1.34874,7.40522,1.53294,1.05034,1.53322,0.95,0.95,0.9735,0.69989,0.45,0.45,0.3485,0.08477,2.47397,8.3387,0.49467,1.93016,2.73714,0.00167396,0.00167396,0.00167396
249,456.159,1.25732,6.69823,1.58278,1.08342,1.56845,0.95,0.95,0.9735,0.69989,0.45,0.45,0.3485,0.08477,2.47397,8.3387,0.49467,1.93016,2.73714,0.00167264,0.00167264,0.00167264
250,458,1.18513,8.72108,1.59507,0.957,1.43373,0.95,0.95,0.971,0.69417,0.5,0.5,0.41464,0.09839,2.5486,8.25481,0.49122,1.64026,2.85316,0.00167132,0.00167132,0.00167132
251,459.89,1.2826,7.46523,1.57354,1.07972,1.57383,0.95,0.95,0.971,0.691,0.4,0.4,0.33267,0.08163,2.53796,8.29861,0.47234,1.40363,2.85549,0.00167,0.00167,0.00167
252,461.591,1.21252,8.73567,1.46865,0.96301,1.41395,0.95,0.95,0.971,0.6893,0.4,0.4,0.30788,0.07258,2.53353,8.36761,0.44994,1.2418,2.81688,0.00166868,0.00166868,0.00166868
253,463.202,1.32299,7.46958,1.71694,0.94311,1.65371,0.95,0.95,0.971,0.6893,0.4,0.4,0.30788,0.07258,2.53353,8.36761,0.44994,1.2418,2.81688,0.00166736,0.00166736,0.00166736
254,465.315,1.13052,8.51847,1.32264,0.86949,1.46129,0.95,0.95,0.971,0.68527,0.5,0.5,0.4025,0.0945,2.54518,8.28913,0.44323,1.1166,2.77099,0.00166604,0.00166604,0.00166604
255,467.227,1.32255,7.26238,1.61844,0.9838,1.55443,0.95,0.95,0.9735,0.68866,0.5,0.5,0.4025,0.10971,2.55946,8.15405,0.45056,1.06363,2.69268,0.00166472,0.00166472,0.00166472
